,post_id,title,description,tags,image_url,location,created_at,updated_at
954,126,Bon Jour😜,Home Renovation,DIY and Home Improvement,https://testinglive-backend.s3.af-south-1.amazonaws.com/backend/gopaddi/gosocial/posts/assets/4Wvcf8ymOZbyF2KH1Cy8bxYZJHBS9te8bq8FBDJV.jpg,,2024-08-17 19:12:32+00:00,2024-11-12 07:20:26+00:00
955,125,Gopaddi is coming soon🔜...,"Fiction Writing, Poetry","Creative Writing and Literature, Creative Writing and Literature",https://testinglive-backend.s3.af-south-1.amazonaws.com/backend/gopaddi/gosocial/posts/assets/7ZjQIP96p0W1Jwgd7VAdrWuGue0ECvSwD3WqxQ6f.png,,2024-08-17 19:07:46+00:00,2024-11-11 14:43:49+00:00
956,124,"Hello, my name is Tofunmi","Investment and Venture Capital, Jewelry Making, Candle Making, Fiction Writing","Business and Entrepreneurship, Creative Arts and Crafts, Creative Arts and Crafts, Creative Writing and Literature",https://testinglive-backend.s3.af-south-1.amazonaws.com/backend/goagentgomarket/hubs/posts/pwLESn9SZE7iPwe4Zt0auxdsFsinGfOicwl0nV2W.jpg,,2024-08-17 06:04:32+00:00,2024-11-11 14:43:46+00:00
957,122,This is a sample caption,"Candle Making, Fiction Writing","Creative Arts and Crafts, Creative Writing and Literature",https://testinglive-backend.s3.af-south-1.amazonaws.com/backend/gopaddi/gosocial/posts/assets/zSaAE3HGE46PsVy2VoDjfpfwdlWQv0u0B513HFeU.jpg,,2024-08-16 11:15:28+00:00,2024-11-11 14:43:40+00:00
958,121,This is a sample caption,"Candle Making, Fiction Writing","Creative Arts and Crafts, Creative Writing and Literature",https://testinglive-backend.s3.af-south-1.amazonaws.com/backend/gopaddi/gosocial/posts/assets/u7f7hbjpYOUBjm54ETVdNuKdrWmyVYkSfr1pk7cu.jpg,,2024-08-16 11:14:35+00:00,2024-11-11 14:43:36+00:00
959,120,This is a sample caption,"Candle Making, Fiction Writing","Creative Arts and Crafts, Creative Writing and Literature",https://testinglive-backend.s3.af-south-1.amazonaws.com/backend/gopaddi/gosocial/posts/assets/aZKTHVRkbJek5p9LUVRGLKt4D5P7eEoiwEpuND1N.jpg,,2024-08-16 11:13:38+00:00,2024-11-11 14:43:31+00:00
960,119,Gopaddi is coming soon...🥰,"Investment and Venture Capital, Jewelry Making","Business and Entrepreneurship, Creative Arts and Crafts",https://testinglive-backend.s3.af-south-1.amazonaws.com/backend/gopaddi/gosocial/posts/assets/nnqluBSAU9pMU6tjpbki9RSndLx6mXXlOL9m8c4F.jpg,,2024-08-16 07:34:00+00:00,2024-11-11 14:43:23+00:00
961,118,Gopaddi is coming soon...,Investment and Venture Capital,Business and Entrepreneurship,https://testinglive-backend.s3.af-south-1.amazonaws.com/backend/gopaddi/gosocial/posts/assets/eMYX2ut33b7MxvbdttNij61UW4QsHiNrMkKidW4K.jpg,,2024-08-16 07:32:03+00:00,2024-11-11 14:43:21+00:00
962,116,Gopaddi is coming soon...,Investment and Venture Capital,Business and Entrepreneurship,https://testinglive-backend.s3.af-south-1.amazonaws.com/backend/gopaddi/gosocial/posts/assets/futymvkh7gsQey5eXUszib6Zl9RlUaC1Bod30tsP.jpg,,2024-08-15 13:11:36+00:00,2024-11-11 14:43:18+00:00
963,24,New post,"Investment and Venture Capital, Jewelry Making","Business and Entrepreneurship, Creative Arts and Crafts",https://testinglive-backend.s3.af-south-1.amazonaws.com/backend/goagentgomarket/hubs/posts/BPDXNh6Ok0vC7WTU8MYZuAng0TjpkBbFVDe7AtH1.jpg,,2024-08-08 08:14:04+00:00,2024-11-11 14:43:16+00:00
964,23,Fighter with gear in picture,"Cultural Festivals, Leadership and Mentoring","Arts and Culture, Business and Entrepreneurship",https://testinglive-backend.s3.af-south-1.amazonaws.com/backend/goagentgomarket/hubs/posts/er2YxjiT9wB8LjKQdTRaienTBNOWG2AH7TMgQaOv.png,,2024-08-08 08:13:01+00:00,2024-11-11 14:43:13+00:00
